,id,utme,utmn,strat_unit,strat_unit_symbol,unit_local,tecunit,era,period,strat_age,gp_suite,fm_lithodm,mem_phase,rock_class,rock_code,rock_type,remarks,rk_char,rk_char_cd,age_max_g,age_min_g,age_stratigraphic,epoch,stage,age_max_t,age_max_t_range?,age_min_t,age_min_t_range?,age_desc,age_method,age_remarks,belt,terrane,basin,basin_age,ckout_by,ckout_date,ckout_tag,mp_id,project,src_id,src_ref,note,strat_age_max,strat_age_min
1188,HOY_2189,347874,5517831,EPKRscb,,Esb,,Cenozoic,Paleogene,Eocene,Penticton Group,Kettle River Formation,Springbrook formation,sedimentary rocks,scb,"conglomerate and breccia, polymictic",,,,,,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2021-01-12,,Penticton,Boundary,,"Okulitch, A.V., 2013, Geology, Okanagan watershed, British Columbia; GSC, Open file 6839, scale 1:100,000",,Eocene,
1189,HOY_2190,344933,5525535,CPASshm,,nps,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,,Anarchist schist,,metamorphic rocks,shm,"schist, paragneiss; minor quarzite and marble, calc-silicate schist and gneiss",may correlate with Silver Creek Formation,,,,,,,,,,,,,,,Ominea,Quesnellia,,,T. Høy,2021-12-01,,Penticton,Boundary,,"Okulitch, A.V., 2013, Geology, Okanagan watershed, British Columbia; GSC, Open file 6839, scale 1:100,000",,Carboniferous,Permian
1190,HOY_2191,348521,5521834,EPKRscb,,Esb,,Cenozoic,Paleogene,Eocene,Penticton Group,Kettle River Formation,Springbrook formation,sedimentary rocks,scb,"conglomerate and breccia, polymictic",,,,,,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2021-01-12,,Penticton,Boundary,,"Okulitch, A.V., 2013, Geology, Okanagan watershed, British Columbia; GSC, Open file 6839, scale 1:100,000",,Eocene,
1191,HOY_2192,346867,5523708,Tr Ns.ds,,Cts,,Mesozoic,Triassic,Upper Triassic,Nicola Group,,,sedimentary rocks,s,"Undifferentiated metasediments; pyritic slate, phyllite, argillite; minor quartzite, argillaceous limestone, greenstone","Possibly Harper Ranch: Okulitch, 2013",siliceous,ds,,,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-01-12,,Penticton,Boundary,,"Okulitch, A.V., 2013, Geology, Okanagan watershed, British Columbia; GSC, Open file 6839, scale 1:100,000",,Upper Triassic,
1192,HOY_2193,346332,5523647,Tr Ns.ds,,Cts,,Mesozoic,Triassic,Upper Triassic,Nicola Group,,,sedimentary rocks,s,"Undifferentiated metasediments; pyritic slate, phyllite, argillite; minor quartzite, argillaceous limestone, greenstone","Possibly Harper Ranch: Okulitch, 2013",siliceous,ds,,,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-01-12,,Penticton,Boundary,,"Okulitch, A.V., 2013, Geology, Okanagan watershed, British Columbia; GSC, Open file 6839, scale 1:100,000",,Upper Triassic,
1193,HOY_2194,346186,5523318,EPKRscb,,Esb,,Cenozoic,Paleogene,Eocene,Penticton Group,Kettle River Formation,Springbrook formation,sedimentary rocks,scb,"conglomerate and breccia, polymictic",,,,,,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2021-01-12,,Penticton,Boundary,,"Okulitch, A.V., 2013, Geology, Okanagan watershed, British Columbia; GSC, Open file 6839, scale 1:100,000",,Eocene,
1194,HOY_2195,346672,5523245,EPKRscb,,Esb,,Cenozoic,Paleogene,Eocene,Penticton Group,Kettle River Formation,Springbrook formation,sedimentary rocks,scb,"conglomerate and breccia, polymictic",,,,,,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2021-01-12,,Penticton,Boundary,,"Okulitch, A.V., 2013, Geology, Okanagan watershed, British Columbia; GSC, Open file 6839, scale 1:100,000",,Eocene,
1195,HOY_2196,341803,5518654,MiPiKvb,,MPk,,Cenozoic,Neogene,Pliocene,,Kallis Formation,,volcanic rocks,vbi,plateau basalt,,,,Pliocene,Pliocene,,,,,,,,,,,Omineca,Younger volcanics,,,T. Høy,2021-12-03,,Penticton,Boundary,,"Okulitch, A.V., 2013, Geology, Okanagan watershed, British Columbia; GSC, Open file 6839, scale 1:100,000",,Pliocene,
1196,HOY_2197,347373,5527930,EPMnlvt,,EM-NL,,Cenozoic,Paleogene,Eocene,Penticton Group,Marron Formation,Nimpit Lake member,volcanic rocks,vt,"lava, trachyte, trachyandesite; vitrophyric, flows",,,,,,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2021-01-12,,Penticton,Boundary,,"Okulitch, A.V., 2013, Geology, Okanagan watershed, British Columbia; GSC, Open file 6839, scale 1:100,000",,Eocene,
1197,HOY_2198,347008,5540567,CPASshm,,nps,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,,Anarchist schist,,metamorphic rocks,shm,"schist, paragneiss; minor quarzite and marble, calc-silicate schist and gneiss",may correlate with Silver Creek Formation,,,,,,,,,,,,,,,Ominea,Quesnellia,,,T. Høy,2021-12-01,,Penticton,Boundary,,"Okulitch, A.V., 2013, Geology, Okanagan watershed, British Columbia; GSC, Open file 6839, scale 1:100,000",,Carboniferous,Permian
1198,HOY_2199,325632,5515002,PzPlognm,,ggn,,Paleozoic to Cenozoic,Eocene to Carboniferous,Eocene to Carboniferous,Okanagan gneiss,,,metamorphic rocks,ognm,"Orthogneiss, including JNgd and Paleocene Okanagan batholith; may include paragneiss of Anarchist schist, gabbro and leucosome",may be dominantly orthogneiss derived from Okanagan batholith rocks,,,,,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2021-11-01,,Penticton,Okanagan,,"Okulitch, A.V., 2013, Geology, Okanagan watershed, British Columbia; GSC, Open file 6839, scale 1:100,000",,Eocene,Carboniferous
1199,HOY_2200,345336,5535770,PzPlognm,,ggn,,Paleozoic to Cenozoic,Eocene to Carboniferous,Eocene to Carboniferous,Okanagan gneiss,,,metamorphic rocks,ognm,"Orthogneiss, including JNgd and Paleocene Okanagan batholith; may include paragneiss of Anarchist schist, gabbro and leucosome",may be dominantly orthogneiss derived from Okanagan batholith rocks,,,,,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2021-11-01,,Penticton,Okanagan,,"Okulitch, A.V., 2013, Geology, Okanagan watershed, British Columbia; GSC, Open file 6839, scale 1:100,000",,Eocene,Carboniferous
1200,HOY_2201,378372,5538662,JNgd,,mJgd,,Mesozoic,Jurassic,Middle Jurassic,Nelson plutonic suite,Spruce Creek batholith,,intrusive rocks,gd,"granodiorite, quartz diorite, minor diorite, granite, locally porphyritic",,,,Middle Jurassic,Middle Jurassic,Jurassic,Middle Jurassic,Callovian,174,,164.0,,164.88 ± 0.84 Ma,U-Pb zircon,"A U-Pb date of 164.88 ± 0.84 Ma was determined by R. Friedman, UBC",Omineca,Post accretionary,,,T. Høy,2020-03-13,revision,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,Middle Jurassic,
1201,HOY_2202,385853,5522737,CPASs,,CPH,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,,Anarchist schist,,metamorphic rocks,v,"greenstone, marble, schist, argillite",,,,Carboniferous,Permian,,,,,,,,,,undated succession referred to as the Anarchist schist (or Anarchist schist),Omineca,Quesnellia,,,T. Høy,2020-03-15,revision,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,Carboniferous,Permian
1202,HOY_2203,390767,5514958,JNgd,,MJgr,,Mesozoic,Jurassic,Middle Jurassic,Nelson plutonic suite,,,intrusive rocks,gd,"granodiorite, quartz diorite, minor diorite, granite, locally porphyritic",,,,Middle Jurassic,Middle Jurassic,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2020-03-13,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Middle Jurassic,
1203,HOY_2204,390100,5519028,CPASs,,CPH,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,,Anarchist schist,,metamorphic rocks,v,"greenstone, marble, schist, argillite",,,,Carboniferous,Permian,,,,,,,,,,undated succession but correlated with Harper Ranch Group; may be part of Anarchist schist,Omineca,Quesnellia,,,T. Høy,2020-03-15,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Carboniferous,Permian
1204,HOY_2205,389679,5512387,CPASs,,CPH,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,,Anarchist schist,,metamorphic rocks,v,"greenstone, marble, schist, argillite",,,,Carboniferous,Permian,,,,,,,,,,undated succession but correlated with Harper Ranch Group; may be part of Anarchist schist,Omineca,Quesnellia,,,T. Høy,2020-03-15,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Carboniferous,Permian
1205,HOY_2206,384289,5514169,MiPiCvb,,MPk,,Cenozoic,Paleogene,Miocene to Pliocene,Chilcotin Group,Kallis Formation,,volcanic rocks,vb,plateau basalt,,,,Pliocene,Pliocene,,,,,,,,,,,Omineca,Younger volcanics,,,T. Høy,2020-03-13,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Miocene,Pliocene
1206,HOY_2207,383811,5539169,Klgd,,Plgd,,Mesozoic,Cretaceous,Lower Cretaceous,Lightning Peak intrusions,,,intrusive rocks,gg,"porphyritic granodiorite, granite",,,,Upper Jurassic,Lower Cretaceous,,,,,,,,,,The intrusion is assumed to be part of the Lightning Peak intrusive suite,Omineca,Post accretionary,,,T. Høy,2020-03-13,revision,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,Lower Cretaceous,
1207,HOY_2208,361958,5531422,MiPiCvb,,mTv,,Cenozoic,Paleogene,Miocene to Pliocene,Chilcotin Group,Kallis Formation,,volcanic rocks,vb,plateau basalt,,,,Pliocene,Pliocene,,,,,,,,,,,Omineca,Younger volcanics,,,T. Høy,2020-03-13,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Miocene,Pliocene
1208,HOY_2209,367760,5534136,PrPzshm,,Pm,,Precambrian,Proterozoic,Mesoproterozoic to Neoproterozoic ,Monashee gneiss,,,metamorphic rocks,ognm,"granodiorite gneiss, biotite-quartz-felsdapar schist, hornblende schist, amphibolite",,,,Proterozoic,Mesozoic,,,,,,,,,,age is not known; may in part be Mesozoic granodiorite overprinted by Eocene metamorphism,Omineca,Kootenay or post accretionary,,,T. Høy,2020-03-15,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Mesoproterozoic,Neoproterozoic
1209,HOY_2210,381914,5521128,JNd,,Jd,,Mesozoic,Jurassic,Middle Jurassic,Nelson plutonic suite,,,intrusive rocks,d,diorite,,,,Lower Jurassic,Middle Jurassic,,,,,,,,,U-Pb zircon,,Omineca,Post accretionary,,,T. Høy,2020-03-13,revision,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,Middle Jurassic,
1210,HOY_2211,385150,5532224,KLgd.tpo,,MJgr,,Mesozoic,Cretaceous,Lower Cretaceous,Lightning Peak intrusions,,,intrusive rocks,gd,"porphyritic granodiorite, granite",,,,Upper Jurassic,Lower Cretaceous,Cretaceous,Lower Cretaceous,,138.43,,136.23,,137 ± 1.1 Ma,U-Pb zircon,"A U-Pb date of 137 ± 1.1 Ma was determined by R. Friedman, UBC",Omineca,Post accretionary,,,T. Høy,2020-03-13,revision,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,Lower Cretaceous,
1211,HOY_2212,381771,5531740,KLgg,,MJgr,,Mesozoic,Cretaceous,Lower Cretaceous,Lightning Peak intrusions,,,intrusive rocks,gg,massive pink granite,,,,Upper Jurassic,Lower Cretaceous,,,,,,,,,,The intrusion is assumed to be part of the Lightning Peak intrusive suite,Omineca,Post accretionary,,,T. Høy,2020-03-13,revision,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,Lower Cretaceous,
1212,HOY_2213,378660,5530906,KLgd.tpo,,Plgd,,Mesozoic,Cretaceous,Lower Cretaceous,Lightning Peak intrusions,,,intrusive rocks,gg,"porphyritic granodiorite, granite",,,,Upper Jurassic,Lower Cretaceous,,,,,,,,,,The intrusion is assumed to be part of the Lightning Peak intrusive suite,Omineca,Post accretionary,,,T. Høy,2020-03-13,revision,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,Lower Cretaceous,
1213,HOY_2214,379409,5533438,CPAs,,CPH,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,,Anarchist schist,,metamorphic rocks,v,"greenstone, marble, schist, argillite",,,,Carboniferous,Permian,,,,,,,,,,undated succession referred to as the Anarchist schist (or Anarchist schist),Omineca,Quesnellia,,,T. Høy,2020-03-15,revision,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,Carboniferous,Permian
1214,HOY_2215,386144,5534039,JNgg,,MJgr,,Mesozoic,Jurassic,Middle Jurassic,Nelson plutonic suite,,,intrusive rocks,gg,"porphyritic granite, monzonite",,,,Middle Jurassic,Middle Jurassic ,Jurassic,Middle Jurassic,Callovian,164.64,,163.5,,164.07 ±  .07 Ma,U-Pb zircon,"A U-Pb date of 164.07 ± 0.07 Ma was determined by R. Friedman, UBC",Omineca,Post accretionary,,,T. Høy,2020-03-13,revision,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,Middle Jurassic,
1215,HOY_2216,382548,5537424,CPASs,,CPH,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,,Anarchist schist,,metamorphic rocks,v,"greenstone, marble, schist, argillite",,,,Carboniferous,Permian,,,,,,,,,,undated succession referred to as the Anarchist schist (or Anarchist schist),Omineca,Quesnellia,,,T. Høy,2020-03-15,revision,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,Carboniferous,Permian
1216,HOY_2217,385581,5518434,EPOgg,,KOL,,Cenozoic ,Paleogene,Eocene Paleocene?,Okanagan batholith,,,intrusive rocks,gg,"megacrystic granite, quartz monzonite; massive granite",,,,Paleocene (?),Eocene,,,,,,,,,,Unit is correlated with the Okanagan batholith; age unknown,Omineca,Post accretionary,,,T. Høy,2020-02-20,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Eocene Paleocene?,
1217,HOY_2218,364127,5534816,JNgd,,MJgr,,Mesozoic,Jurassic,Middle Jurassic,Nelson plutonic suite,Spruce Creek batholith,,intrusive rocks,gd,"granodiorite, quartz diorite, minor diorite, granite, locally porphyritic",,,,Middle Jurassic,Middle Jurassic,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2020-03-13,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Middle Jurassic,
1218,HOY_2219,368257,5524610,JNgd,,MJgr,,Mesozoic,Jurassic,Middle Jurassic,Nelson plutonic suite,,,intrusive rocks,gd,"granodiorite, quartz diorite, minor diorite, granite, locally porphyritic",,,,Middle Jurassic,Middle Jurassic,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2020-03-13,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Middle Jurassic,
1219,HOY_2220,376713,5536261,CPASs,,CPH,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,,Anarchist schist,,metamorphic rocks,v,"greenstone, marble, schist, argillite",,,,Carboniferous,Permian,,,,,,,,,,undated succession referred to as the Anarchist schist (or Anarchist schist),Omineca,Quesnellia,,,T. Høy,2020-03-15,revision,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,Carboniferous,Permian
1220,HOY_2221,377769,5522753,JNgd,,Jgd,,Mesozoic,Jurassic,Middle Jurassic,Nelson plutonic suite,,,intrusive rocks,gd,"granodiorite, quartz diorite, minor diorite, granite, locally porphyritic",,,,Middle Jurassic,Middle Jurassic,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2020-03-13,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Middle Jurassic,
1221,HOY_2222,380471,5536349,CPASs,,CPH,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,,Anarchist schist,,metamorphic rocks,v,"greenstone, marble, schist, argillite",,,,Carboniferous,Permian,,,,,,,,,,undated succession referred to as the Anarchist schist (or Anarchist schist),Omineca,Quesnellia,,,T. Høy,2020-03-15,revision,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,Carboniferous,Permian
1222,HOY_2223,380966,5521514,JNgd,,MJgr,,Mesozoic,Jurassic,Middle Jurassic,Nelson plutonic suite,,,intrusive rocks,gd,"granodiorite, quartz diorite, minor diorite, granite, locally porphyritic",,,,Middle Jurassic,Middle Jurassic,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2020-03-13,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Middle Jurassic,
1223,HOY_2224,382695,5522104,ECds,,EPeMK,,Cenozoic,Paleogene,Eocene,Coryell plutonic suite,,,intrusive rocks,ds,syenitic to monzonitic intrusive,,,,Eocene,Eocene,,,, ,,,,                                                                                                    ,,,Omineca ,Post accretionary,,,T. Høy,2020-03-15,revision,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,Eocene,
1224,HOY_2225,383289,5522709,JNd,,Jd,,Mesozoic,Jurassic,Middle Jurassic,Nelson plutonic suite,,,intrusive rocks,d,diorite,,,,Lower Jurassic,Middle Jurassic,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2020-03-13,revision,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,Middle Jurassic,
1225,HOY_2226,385338,5520448,ECds,,EPeMK,,Cenozoic,Paleogene,Eocene,Coryell plutonic suite,,,intrusive rocks,ds,syenitic to monzonitic intrusive,,,,Eocene,Eocene,,,, ,,,,                                                                                                    ,,,Omineca ,Post accretionary,,,T. Høy,2020-03-15,revision,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,Eocene,
1226,HOY_2227,386179,5520548,ECds,,EPeMK,,Cenozoic,Paleogene,Eocene,Coryell plutonic suite,,,intrusive rocks,ds,syenitic to monzonitic intrusive,,,,Eocene,Eocene,,,, ,,,,                                                                                                    ,,,Omineca ,Post accretionary,,,T. Høy,2020-03-15,revision,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,Eocene,
1227,HOY_2228,386708,5531750,KLhd,,mJgr,,Mesozoic,Cretaceous,Cretaceous,Lightning Peak intrusions,,,intrusive rocks,dg,"pyroxenite, gabbro; amphibolite?",,,,Cretaceous,Cretaceous,,,,,,,,,,The dyke is assumed to be a late phase of the Cretaceous Lightning Peak suite,Omineca,Post accretionary,,,T. Høy,2020-03-15,revision,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,Cretaceous,
1228,HOY_2229,386925,5532098,KLhd,,mJgr,,Mesozoic,Cretaceous,Cretaceous,Lightning Peak intrusions,,,intrusive rocks,dg,"pyroxenite, gabbro; amphibolite?",,,,Cretaceous,Cretaceous,,,,,,,,,,The dyke is assumed to be a late phase of the Cretaceous Lightning Peak suite,Omineca,Post accretionary,,,T. Høy,2020-03-15,revision,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,Cretaceous,
1229,HOY_2230,387853,5528690,JNgd,,MJgr,,Mesozoic,Jurassic,Middle Jurassic,Nelson plutonic suite,,,intrusive rocks,gd,"granodiorite, quartz diorite, minor diorite, granite, locally porphyritic",,,,Middle Jurassic,Middle Jurassic,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2020-03-13,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Middle Jurassic,
1230,HOY_2231,388121,5520118,ECds,,EPeMK,,Cenozoic,Paleogene,Eocene,Coryell plutonic suite,,,intrusive rocks,ds,syenitic to monzonitic intrusive,,,,Eocene,Eocene,,,, ,,,,                                                                                                    ,,,Omineca ,Post accretionary,,,T. Høy,2020-03-15,revision,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,Eocene,
1231,HOY_2232,390234,5526291,MiPiCvb,,mPk,,Cenozoic,Paleogene,Miocene to Pliocene,Chilcotin Group,Kallis Formation,,volcanic rocks,vb,plateau basalt,,,,Pliocene,Pliocene,,,,,,,,,,,Omineca,Younger volcanics,,,T. Høy,2020-03-13,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Miocene,Pliocene
1232,HOY_2233,367882,5523106,PzPlkognm,,ogn,,Paleozoic to Cenozoic,,,Okanagan gneiss,,,metamorphic rocks,ognm,granitic gneiss,possibly gneissic margins of Jurassic granodiorite,,,,,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2020-01-01,,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,,
1233,HOY_2234,365003,5524448,PzPlkognm,,ogn,,Paleozoic to Cenozoic,,,Okanagan gneiss,,,metamorphic rocks,ognm,granitic gneiss,possibly gneissic margins of Jurassic granodiorite,,,,,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2020-01-01,,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,,
1234,HOY_2235,363856,5527522,PzPlkognm,,ogn,,Paleozoic to Cenozoic,,,Okanagan gneiss,,,metamorphic rocks,ognm,granitic gneiss,possibly gneissic margins of Jurassic granodiorite,,,,,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2020-01-01,,Penticton,Boundary,,"Høy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential in the Boundary area; Geoscience BC Report 2020-01",,,
1235,HOY_2236,406276,5513789,JNgd,,MJgr,,Mesozoic,Jurassic,Middle Jurassic,Nelson plutonic suite,Spruce Creek batholith,,intrusive rocks,gd,"granodiorite, quartz diorite, minor diorite, granite, locally porphyritic",,,,Middle Jurassic,Middle Jurassic,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2020-03-13,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Middle Jurassic,
1236,HOY_2237,410026,5516600,PrPzShm,,Pm,,Precambrian,Proterozoic,Mesoproterozoic to Neoproterozoic ,Monashee gneiss,,,metamorphic rocks,ognm,"granodiorite gneiss, biotite-quartz-felsdapar schist, hornblende schist, amphibolite",,,,Proterozoic,Mesozoic,,,,,,,,,,age is not known; may in part be Mesozoic granodiorite overprinted by Eocene metamorphism,Omineca,Kootenay or post accretionary,,,T. Høy,2020-03-15,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Mesoproterozoic,Neoproterozoic
1237,HOY_2238,414566,5532495,KWh,,KWLgd,,Mesozoic,Cretaceous,Upper Cretaceous,Whatshan Lake batholith,,,intrusive rocks,dqmz,"K-feldspar, megacrystic quartz monzonite",,,,Cretaceous,Cretaceous,Cretaceous,Upper Cretaceous,Campanian,,,,,77.9 Ma,U-Pb zircon,"Ref: Thompson, R.I., Glombick, P., and Lemieux, Y., 2004, Geology, Eureka Mountain, B.C., GSC, Open File 4370, scale 1:50,000",Omineca,Post accretionary,,,T. Høy,2020-03-17,revision,Penticton,Boundary,,"Thompson, R.I., Glombick, P., and Lemieux, Y., 2004, Geology, Eureka Mountain, B.C., GSC, Open File 4370, scale 1:50,000",,Upper Cretaceous,
1238,HOY_2239,394979,5512884,EPMvta,,Epm,,Cenozoic,Paleogene,Eocene,Penticton Group,"Marron Formation, may include Kettle River Formation",,volcanic rocks,vta,"Undivided, mainly alkalic volcanic rocks; may include basal conglomerate, sandstone",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2020-03-17,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Eocene,
1239,HOY_2240,418444,5523415,EPOgg,,Eg,,Cenozoic ,Paleogene,Eocene Paleocene?,Okanagan batholith,,,intrusive rocks,gg,"megacrystic granite, quartz monzonite; massive granite",,,,Paleocene (?),Eocene,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2020-02-20,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Eocene Paleocene?,
1240,HOY_2241,414829,5517914,EPOgg,,Eg,,Cenozoic ,Paleogene,Eocene Paleocene?,Okanagan batholith,,,intrusive rocks,gg,"megacrystic granite, quartz monzonite; massive granite",,,,Paleocene (?),Eocene,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2020-02-20,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Eocene Paleocene?,
1241,HOY_2242,426973,5538197,KWh,,KWLgd,,Mesozoic,Cretaceous,Upper Cretaceous,Whatshan Lake batholith,,,intrusive rocks,dqmz,"K-feldspar, megacrystic quartz monzonite",,,,Cretaceous,Cretaceous,Cretaceous,Upper Cretaceous,Campanian,,,,,77.9 Ma,U-Pb zircon,"Ref: Thompson, R.I., Glombick, P., and Lemieux, Y., 2004, Geology, Eureka Mountain, B.C., GSC, Open File 4370, scale 1:50,000",Omineca,Post accretionary,,,T. Høy,2020-03-17,revision,Penticton,Boundary,,"Thompson, R.I., Glombick, P., and Lemieux, Y., 2004, Geology, Eureka Mountain, B.C., GSC, Open File 4370, scale 1:50,000",,Upper Cretaceous,
